"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.794846000E0,3.979502049E-1,1.799357826E-1,-2.610442650E-1
3.804839000E0,6.504910469E-1,3.285892537E-1,2.226912081E-1
3.814832000E0,8.774232405E-1,3.662409371E-1,7.673616850E-1
3.824826000E0,7.694579849E-1,3.305670744E-1,8.634033716E-1
3.834819000E0,5.525484671E-1,4.552086622E-2,5.006678402E-1
3.844813000E0,4.349117341E-1,-2.037275183E-1,8.590787709E-2
3.854806000E0,4.114337014E-1,-2.035845539E-1,-3.006766927E-1
3.864799000E0,1.627087523E-1,-2.099653280E-1,-5.574396265E-1
3.874793000E0,-8.870509369E-2,-4.094866517E-1,-5.670436782E-1
3.884786000E0,-2.121327812E-1,-3.700837272E-1,-4.504086828E-1
3.894779000E0,-4.661092608E-1,-3.755403489E-1,-4.956187695E-1
3.904772000E0,-4.024136404E-1,-2.369946671E-1,-5.219557983E-1
3.914766000E0,2.518073271E-2,1.467560497E-1,-2.972794604E-1
3.924759000E0,4.153923395E-1,5.545142645E-1,2.916047376E-1
3.934753000E0,3.267707331E-1,7.265349635E-1,5.590329927E-1
3.944746000E0,1.589042067E-1,5.479095420E-1,2.843769944E-1
3.954739000E0,1.630615953E-1,3.888184986E-1,-2.379729062E-1
3.964732000E0,2.832635749E-1,3.892234182E-1,-8.336322731E-1
3.974726000E0,3.919484765E-1,5.300647169E-1,-1.068154153E0
3.984719000E0,4.549868334E-1,6.249992332E-1,-1.038023450E0
3.994713000E0,3.068447743E-1,6.513766077E-1,-9.486604536E-1
4.004706000E0,1.454825809E-1,5.825288594E-1,-8.818478286E-1
4.014699000E0,1.155630545E-1,4.985833079E-1,-6.166286516E-1
4.024693000E0,3.504623719E-2,5.137761283E-1,-2.868164527E-1
4.034686000E0,4.737582229E-2,5.365247208E-1,1.023987794E-1
4.044679000E0,8.197971761E-2,5.563935596E-1,4.792079741E-1
4.054673000E0,1.619435711E-1,5.779721242E-1,5.946799582E-1
4.064666000E0,1.619529632E-1,6.165584850E-1,5.623325765E-1
4.074659000E0,1.713413257E-1,5.270428759E-1,2.574599218E-1
4.084653000E0,1.877970716E-1,4.130873671E-1,-6.115018129E-2
4.094646000E0,1.589102549E-1,3.257580319E-1,-3.533051419E-1
4.104639000E0,1.061494393E-1,3.698530546E-1,-7.106331682E-1
4.114633000E0,1.685929882E-1,6.426844293E-1,-9.418262279E-1
4.124626000E0,2.813323492E-1,7.967053521E-1,-8.402203310E-1
4.134619000E0,3.043036475E-1,7.426221156E-1,-7.227012366E-1
4.144613000E0,2.850731054E-1,7.857798296E-1,-3.718133336E-1
4.154606000E0,3.829580536E-1,1.071396434E0,-1.720543206E-2
4.164599000E0,4.086167322E-1,1.218403037E0,-9.015704870E-2
4.174593000E0,3.973396825E-1,1.199722352E0,-2.458034974E-1
4.184586000E0,5.218231030E-1,1.117670129E0,-2.701419479E-1
4.194579000E0,4.323862120E-1,1.005791259E0,-2.696841109E-1
4.204573000E0,2.825582910E-1,8.661568254E-1,-2.501228356E-1
4.214566000E0,1.378445641E-1,8.721554840E-1,-2.501462245E-1
4.224559000E0,1.666760151E-1,1.028166799E0,-3.987912172E-1
4.234553000E0,2.862594689E-1,9.475149840E-1,-7.478957194E-1
4.244546000E0,1.767396214E-1,6.051318562E-1,-5.307640439E-1
4.254539000E0,2.485098812E-1,6.319869483E-1,5.660923362E-2
4.264533000E0,3.462801143E-1,9.738695544E-1,6.449730295E-1
4.274526000E0,4.617308658E-2,9.956475091E-1,8.544202942E-1
4.284519000E0,-2.746650250E-1,7.989664704E-1,9.757997203E-1
4.294513000E0,-4.077279189E-1,6.916899437E-1,8.299064273E-1
4.304506000E0,-4.084142358E-1,7.083808208E-1,2.470933932E-1
4.314499000E0,-4.048307332E-1,8.097873276E-1,-4.329541594E-1
4.324493000E0,-2.010485434E-1,9.425337410E-1,-6.477843708E-1
4.334486000E0,1.902424503E-2,1.051700673E0,-3.773167330E-1
4.344479000E0,1.350516050E-1,1.001329833E0,2.814089477E-2
4.354473000E0,1.654668474E-1,6.172852939E-1,5.464304888E-1
4.364466000E0,1.902369685E-2,1.784868425E-1,1.203716585E0
4.374459000E0,-1.048787663E-1,-1.444262266E-2,1.970750241E0
4.384453000E0,-2.223487806E-2,-1.526772326E-1,2.522185362E0
4.394446000E0,7.146777604E-2,-2.465630507E-1,2.534601924E0
4.404439000E0,1.897998161E-1,-2.963661253E-1,1.981635418E0
4.414433000E0,3.812305668E-1,-3.819032890E-1,1.178493451E0
4.424426000E0,6.319391473E-1,-3.289520735E-1,3.953565627E-1
4.434419000E0,6.392610307E-1,-2.496790320E-1,-5.330087900E-2
4.444413000E0,4.515345277E-1,-2.532727307E-1,-4.185787797E-1
4.454406000E0,3.648418446E-1,-9.528622627E-2,-6.094237125E-1
4.464399000E0,3.872705944E-1,-5.025623381E-2,-2.148191017E-1
4.474393000E0,-7.288247332E-2,-4.706909198E-1,2.984360397E-1
4.484386000E0,-5.322100604E-1,-8.320769137E-1,3.620707029E-1
4.494379000E0,-5.422804275E-1,-8.770577896E-1,2.269772172E-1
4.504373000E0,-4.922523813E-1,-7.828141218E-1,1.052621609E-1
4.514366000E0,-5.294294535E-1,-8.329499030E-1,-1.158608240E-1
4.524359000E0,-4.788378453E-1,-9.650344115E-1,-3.020279843E-1
4.534353000E0,-4.467154352E-1,-1.016758881E0,-4.688718510E-1
4.544346000E0,-3.748890422E-1,-9.632825857E-1,-5.114015740E-1
4.554339000E0,-2.110233086E-1,-8.608802980E-1,-2.242237633E-1
4.564333000E0,-2.681688232E-1,-8.865337873E-1,6.320196927E-2
4.574326000E0,-5.128244209E-1,-1.000980170E0,5.577922136E-1
4.584319000E0,-7.943573295E-1,-1.159092389E0,8.101831841E-1
4.594313000E0,-7.213579119E-1,-1.148800705E0,7.484307396E-1
4.604306000E0,-4.195751087E-1,-1.094481826E0,4.464588886E-1
4.614299000E0,-2.019419066E-1,-1.086437811E0,9.452257991E-2
4.624293000E0,-9.996317653E-3,-9.913544834E-1,-5.104853153E-2
4.634286000E0,1.316146756E-1,-8.582584065E-1,2.207405770E-1
4.644279000E0,1.504299010E-1,-9.015903676E-1,5.975164425E-1
4.654273000E0,1.497166777E-1,-9.491229683E-1,8.273827690E-1
4.664266000E0,1.183385908E-1,-9.290196562E-1,8.858099020E-1
4.674259000E0,2.149929467E-1,-7.914083594E-1,1.316888859E0
4.684253000E0,1.959871570E-1,-7.035065818E-1,1.043406982E0
4.694246000E0,1.599220790E-2,-6.503957373E-1,-1.364061856E-1
4.704239000E0,1.993719274E-1,-4.290072888E-1,-1.064100863E0
4.714233000E0,4.133338273E-1,-3.033313286E-1,-1.436970204E0
4.724226000E0,4.027824901E-1,-2.842869473E-1,-1.582736612E0
4.734219000E0,3.927608741E-1,-1.664298838E-1,-1.651277089E0
4.744213000E0,2.621602427E-1,-2.992955804E-2,-1.717480434E0
4.754206000E0,8.059443913E-2,-6.492455900E-2,-1.562221656E0
4.764199000E0,-1.327977409E-1,-2.053647387E-1,-1.203746406E0
4.774192833E0,-2.570857000E-1,-2.255756396E-1,-7.039749438E-1
4.784185833E0,-4.165446796E-1,-1.081056619E-1,-1.882037455E-1
4.794178833E0,-3.531821311E-1,5.325644016E-2,1.496226472E-1
4.804172833E0,-1.694686453E-1,1.487549204E-1,4.735057694E-1
4.814165833E0,-1.613402115E-1,9.409924150E-2,5.393255371E-1
4.824158833E0,-1.346799414E-1,9.864779055E-2,3.527139884E-1
4.834152833E0,-8.403826643E-2,1.987304878E-1,2.558963764E-1
4.844145833E0,-2.023166583E-1,1.632946068E-1,4.751155078E-2
4.854138833E0,-3.426619304E-1,1.287258679E-1,-1.488449675E-1
4.864132833E0,-3.994516237E-1,1.482187307E-1,-2.743460959E-1
4.874125833E0,-5.448412156E-1,2.216632676E-1,-2.915918738E-1
4.884118833E0,-6.049973702E-1,4.240880263E-1,-2.079568094E-1
4.894112833E0,-4.833524805E-1,5.204021931E-1,1.037565029E-1
4.904105833E0,-2.892137381E-1,5.221616203E-1,1.559972817E-1
4.914098833E0,-1.632706332E-1,5.264564002E-1,-1.211858833E-1
4.924092833E0,-9.546379890E-2,6.012732786E-1,-2.667990947E-1
4.934085833E0,-5.493660104E-2,6.653336191E-1,-4.752944326E-1
4.944078833E0,-3.964083306E-2,6.439836806E-1,-6.351871294E-1
4.954072833E0,-1.494419317E-1,6.133805233E-1,-4.017089778E-1
4.964065833E0,-2.378295764E-1,5.714688510E-1,-1.958074647E-1
4.974058833E0,-1.976924609E-1,5.964487410E-1,-2.843191069E-1
4.984052833E0,-9.112892903E-2,6.765783995E-1,-4.293581218E-1
4.994045833E0,1.214232802E-2,6.838903427E-1,-6.394813246E-1
5.004038833E0,7.357529528E-2,7.236110634E-1,-6.231611609E-1
5.014031833E0,1.864151188E-1,7.649941474E-1,-2.733561623E-1
5.024025833E0,1.245932751E-1,7.898752195E-1,-9.698542714E-2
5.034018833E0,7.324478142E-3,8.459213662E-1,-6.246580482E-2
5.044011833E0,2.385298535E-4,9.327133423E-1,3.678483367E-3
5.054005833E0,-9.919117961E-2,9.348791510E-1,1.240457565E-1
5.063998833E0,-2.500762406E-1,8.757450897E-1,-8.520562649E-3
5.073991833E0,-1.808857358E-1,8.567129874E-1,-3.707818848E-1
5.083985833E0,5.395101629E-2,8.948689932E-1,-1.282794330E0
5.093978833E0,4.250905314E-1,1.179327849E0,-8.576877183E-1
5.103971833E0,6.330174469E-1,1.257146103E0,7.468122303E-1
5.113965833E0,3.662550435E-1,1.110899638E0,8.708486313E-1
5.123958833E0,1.792333858E-1,9.573423994E-1,3.259811032E-1
5.133951833E0,1.339073049E-1,7.816405857E-1,-3.167705691E-1
5.143945833E0,2.954953288E-1,8.421575135E-1,-4.791167575E-1
5.153938833E0,3.405446170E-1,1.088173265E0,-1.223295987E-1
5.163931833E0,1.752906083E-1,1.111055759E0,2.787075341E-2
5.173925833E0,7.035907086E-2,8.013848788E-1,2.616570532E-1
5.183918833E0,2.343038150E-1,4.963777381E-1,6.343936622E-1
5.193911833E0,3.279391895E-1,4.401474041E-1,5.814132106E-1
5.203905833E0,5.207848568E-1,6.770871073E-1,6.901579732E-1
5.213898833E0,6.828317043E-1,8.273389149E-1,1.024267291E0
5.223891833E0,6.227685204E-1,7.277327657E-1,1.241080293E0
5.233885833E0,4.343963751E-1,4.055558610E-1,1.074118897E0
5.243878833E0,2.230135724E-1,1.772057176E-2,7.731615382E-1
5.253871833E0,3.547100086E-2,-2.806464708E-1,6.415687805E-1
5.263865833E0,-1.087685899E-1,-4.415168220E-1,7.575857252E-1
5.273858833E0,-3.535920940E-1,-7.240349865E-1,1.137292215E0
5.283851833E0,-6.259964758E-1,-1.154563721E0,1.572936679E0
5.293845833E0,-6.852152487E-1,-1.374766354E0,2.515186830E0
5.303838833E0,-3.923860675E-1,-1.330578945E0,2.810005782E0
5.313831833E0,-1.690730263E-1,-1.271199886E0,1.926541783E0
5.323825833E0,-2.995453479E-1,-1.122328021E0,1.026989754E0
5.333818833E0,-5.248111399E-1,-9.480693001E-1,3.700919133E-1
5.343811833E0,1.279128217E-1,-1.051283181E0,-9.412748355E-1
5.353805833E0,2.501613176E-1,-1.013477424E0,-1.657656986E0
5.363798833E0,5.661434993E-1,-6.234207773E-1,-7.604444289E-1
5.373791833E0,8.228486187E-1,-3.677980506E-1,-3.037330323E-1
5.383785833E0,4.805390562E-1,-1.806737012E-1,3.882510263E-1
5.393778833E0,-4.995502912E-2,2.579142505E-1,2.236881584E-1
5.403771833E0,-6.081868437E-1,2.371683294E-1,-6.375675309E-1
5.413765833E0,-1.075591153E0,-5.389945847E-1,-5.981871182E-1
5.423758833E0,-1.050854946E0,-1.226571889E0,-5.797327209E-1
5.433751833E0,-1.013498620E0,-1.843740824E0,1.061095979E0
5.443745833E0,-1.377940954E-1,-1.807544512E0,7.614524889E-1
5.453738833E0,3.694172908E-1,-1.187049682E0,6.287587005E-1
5.463731833E0,-2.023256484E-1,-4.359587511E-1,8.066578978E-1
5.473725833E0,-1.191258361E-1,-4.160823110E-1,4.610979778E-1
5.483718833E0,6.716331169E-3,-8.441563842E-1,4.672469097E-1
5.493711833E0,2.032227574E-1,-9.146127015E-1,4.553367162E-1
5.503705833E0,4.004470390E-1,-4.805054712E-1,4.321156687E-1
5.513698833E0,4.036169243E-1,1.078168094E-1,-5.691094995E-2
5.523691833E0,3.872318566E-1,4.664777085E-1,-7.995991391E-1
5.533685833E0,9.305622613E-2,2.973642451E-1,-1.249715461E0
5.543678833E0,-5.376498347E-2,-2.105874717E-2,-1.694480996E0
5.553671833E0,2.498538454E-1,-3.847777802E-1,-1.988153309E0
5.563665833E0,2.756442692E-1,-3.309985989E-1,-2.105270115E0
5.573658833E0,-2.578252997E-1,-6.503969067E-1,-1.844151006E0
5.583651833E0,1.073881354E-1,-3.585921943E-2,-1.387498666E0
5.593645833E0,4.313186932E-1,2.534124792E-1,-9.524775159E-1
5.603638833E0,4.204509120E-1,1.785008758E-1,-7.074633926E-1
5.613631833E0,1.043286346E-1,3.126038432E-2,-6.245165455E-1
5.623625833E0,-2.047073655E-4,-6.894627392E-2,-7.624663961E-1
5.633618833E0,1.541998293E-1,3.375246763E-2,-9.396066248E-1
5.643611833E0,3.986482162E-1,2.037006211E-1,-8.824992085E-1
5.653605833E0,8.686608955E-1,3.464405107E-1,-8.651043266E-1
5.663598833E0,1.440541829E0,4.183466452E-1,-1.061965460E0
5.673591833E0,1.787240933E0,4.484527892E-1,-1.191642085E0
5.683585833E0,2.001277239E0,5.444020897E-1,-4.531416714E-1
5.693578833E0,1.598143587E0,7.717412496E-1,-6.131600833E-1
5.703571833E0,-1.830280825E-1,9.089894342E-1,-6.911157471E-1
5.713565833E0,-2.624879608E-1,1.045110276E0,1.469270808E-1
5.723558833E0,-3.831122191E-2,9.744519371E-1,2.093823606E-1
5.733551833E0,3.493018092E-1,9.659576869E-1,5.363686001E-1
5.743545833E0,5.435529644E-1,1.109170032E0,8.399004883E-1
5.753538833E0,2.578452533E-1,1.436330518E0,6.675859666E-1
5.763531833E0,1.882449501E-1,1.655765997E0,-7.630967259E-2
5.773525833E0,1.695099230E-1,1.783355750E0,-8.471370023E-1
5.783519458E0,-2.293931771E-1,1.742067976E0,-9.985524058E-1
5.793512458E0,-1.030937868E0,1.576851389E0,-9.779713762E-1
5.803506458E0,-1.275765245E0,1.430499090E0,-6.994883752E-1
5.813499458E0,-4.150265231E-1,1.318810839E0,2.172240615E-3
5.823492458E0,1.013308220E0,1.920139081E0,1.102318849E0
5.833485458E0,3.365549156E-1,1.833597366E0,1.188966984E0
5.843479458E0,3.279625784E-1,1.344414042E0,1.164267760E0
5.853472458E0,1.800443398E-1,1.101341779E0,1.097988401E0
5.863465458E0,6.190132923E-2,8.924611098E-1,1.084112958E0
5.873459458E0,-4.553153738E-4,7.533704674E-1,1.350980465E0
5.883452458E0,-1.775724476E-1,6.726619345E-1,1.357093145E0
5.893445458E0,-7.278719294E-1,6.491689914E-1,9.269193363E-1
5.903439458E0,-1.305813063E0,7.041795963E-1,4.893107933E-1
5.913432458E0,-1.398811859E0,8.209028846E-1,-1.901619780E-1
5.923425458E0,-1.322153692E0,1.056360319E0,-8.239299881E-1
5.933419458E0,-9.714887144E-1,1.400745533E0,-9.174217039E-1
5.943412458E0,-3.704091979E-1,1.650303528E0,-7.192531335E-1
5.953405458E0,3.139052141E-2,1.776898085E0,9.148729026E-2
5.963399458E0,1.098890626E-1,1.759479230E0,1.670330241E0
5.973392458E0,-5.956174862E-2,1.286189223E0,3.101469601E0
5.983385458E0,-2.634682648E-1,4.196073049E-1,3.816365390E0
5.993379458E0,-4.524696071E-1,-4.520365477E-1,3.665407823E0
6.003372458E0,-6.482888393E-1,-1.102964382E0,3.160507184E0
6.013365458E0,-7.835985989E-1,-1.409244461E0,2.460780827E0
6.023359458E0,-9.442057523E-1,-1.640649775E0,1.272893824E0
6.033352458E0,-1.162649835E0,-1.777253011E0,-6.160626411E-2
6.043345458E0,-1.161866382E0,-1.691218835E0,-1.155062488E0
6.053339458E0,-6.724977739E-1,-1.514542290E0,-1.704860389E0
6.063332458E0,-2.332667747E-1,-1.254680332E0,-1.647297474E0
6.073325458E0,-2.159750231E-1,-9.632568580E-1,-1.060566806E0
6.083319458E0,-3.510194653E-1,-9.299183732E-1,-4.965572476E-1
6.093312458E0,-4.711898334E-1,-1.201389978E0,-1.568071210E-1
6.103305458E0,-5.959183254E-1,-1.428591143E0,4.646431446E-2
6.113299458E0,-5.759600973E-1,-1.616235895E0,7.359890342E-2
6.123292458E0,-4.388187705E-1,-1.758635477E0,-5.253664792E-2
6.133285458E0,-2.525241409E-1,-1.730622051E0,-2.647350276E-1
6.143279458E0,1.144707216E-1,-1.524594823E0,-4.018838096E-1
6.153272458E0,7.506227877E-1,-1.303049085E0,-2.416326785E-1
6.163265458E0,1.198415353E0,-9.380337238E-1,-8.664111793E-2
6.173259458E0,1.306962772E0,-5.793690240E-1,-1.561902398E-1
6.183252458E0,1.267143087E0,-4.085876423E-1,-3.718472475E-1
6.193245458E0,1.062143142E0,-3.733102208E-1,-2.534253430E-1
6.203239458E0,7.231287412E-1,-6.097207510E-1,-1.368014574E-2
6.213232458E0,2.168640557E-1,-9.127603036E-1,2.576867938E-2
6.223225458E0,-2.018768015E-1,-1.193658205E0,-2.421805626E-1
6.233219458E0,-2.914133875E-1,-1.368298164E0,-6.498390824E-1
6.243212458E0,-2.188838302E-1,-1.225875778E0,-1.189023702E0
6.253205458E0,-2.254048278E-1,-8.640576750E-1,-1.685411965E0
6.263199458E0,-1.317107618E-1,-6.453349721E-1,-1.946384894E0
6.273192458E0,6.125181321E-2,-4.872350317E-1,-1.887691712E0
6.283185458E0,1.025157603E-1,-1.180172771E-1,-1.510224706E0
6.293179458E0,-1.597470280E-2,2.412678123E-1,-9.876409167E-1
6.303172458E0,-2.008389938E-1,3.400641221E-1,-6.146347511E-1
6.313165458E0,-4.266407745E-1,2.824865896E-1,-4.276600903E-1
6.323159458E0,-6.810567089E-1,2.002203584E-1,-5.116062266E-1
6.333152458E0,-9.205951340E-1,1.216682786E-1,-7.347500092E-1
6.343145458E0,-9.993792752E-1,1.514855701E-1,-8.922085100E-1
6.353139458E0,-8.683805946E-1,2.941395056E-1,-1.015877121E0
6.363132458E0,-6.944507065E-1,3.656310725E-1,-1.109347202E0
6.373125458E0,-5.832459107E-1,4.638105011E-1,-1.143983769E0
6.383118458E0,-5.231464010E-1,7.304803723E-1,-1.143767422E0
6.393112458E0,-4.346438585E-1,9.421320373E-1,-1.104726732E0
6.403105458E0,-3.747611709E-1,9.819053829E-1,-8.949648875E-1
6.413099458E0,-2.995085287E-1,9.495334429E-1,-4.061189479E-1
6.423092458E0,-2.719391261E-1,9.516922349E-1,4.530270660E-1
6.433085458E0,-3.681064182E-1,7.671745741E-1,9.520132470E-1
6.443078458E0,-4.921321845E-1,3.856267959E-1,8.921202171E-1
6.453072458E0,-6.523604017E-1,1.202053052E-1,5.813319343E-1
6.463065458E0,-6.083933965E-1,-3.946519732E-2,1.260817569E-1
6.473058458E0,-4.035156944E-1,-3.969791651E-2,-2.696677387E-1
6.483052458E0,-2.952855233E-1,4.820795417E-2,-4.720287627E-1
6.493045458E0,-2.068938952E-1,1.023648655E-1,-3.621215737E-1
6.503038458E0,-7.821549945E-2,1.295099795E-1,1.959407812E-1
6.513032458E0,7.954139214E-2,1.889428335E-1,1.134945143E0
6.523025458E0,2.009337004E-1,1.397782749E-1,1.917063446E0
6.533018458E0,2.410876815E-1,-4.589947343E-2,2.317846810E0
6.543012458E0,1.786407156E-1,-1.127740788E-1,2.451675543E0
6.553005458E0,1.643582701E-1,-6.236523271E-2,2.251526520E0
6.562998458E0,2.634482198E-1,1.400145024E-1,1.732726464E0
6.572992458E0,5.179186248E-1,4.341078150E-1,1.112025812E0
6.582985458E0,6.500235620E-1,5.137843144E-1,1.561522329E-1
6.592978458E0,6.707547189E-1,4.825356245E-1,-8.500524241E-1
6.602972458E0,6.733348759E-1,5.575168097E-1,-1.292062751E0
6.612965458E0,9.426259808E-1,6.563511264E-1,-8.349975979E-1
6.622958458E0,1.290667898E0,6.641378635E-1,5.892332768E-1
6.632952458E0,1.398713041E0,7.170019555E-1,2.380146554E0
6.642945458E0,1.293530548E0,5.732662851E-1,4.020644885E0
6.652938458E0,9.098002969E-1,2.321812391E-1,5.177340501E0
6.662932458E0,2.851418467E-1,-2.091361928E-1,5.480784681E0
6.672925458E0,-2.674605244E-1,-7.379653931E-1,4.815486730E0
6.682918458E0,-6.433792247E-1,-1.093179066E0,3.379301223E0
6.692912458E0,-7.024341293E-1,-1.252916812E0,1.565819448E0
6.702905458E0,-5.559716099E-1,-1.220478213E0,-9.694800496E-2
6.712898458E0,-1.713586481E-1,-1.024909315E0,-1.251665508E0
6.722892458E0,4.947866376E-1,-7.543697566E-1,-1.940352906E0
6.732885458E0,1.183438368E0,-5.605444980E-1,-2.256453969E0
6.742878458E0,1.552950749E0,-2.792636043E-1,-1.859871245E0
6.752872458E0,1.836307697E0,-1.657100916E-3,-8.981510353E-1
6.762865458E0,2.125249174E0,7.862926304E-2,2.486329651E-1
6.772858458E0,2.052308228E0,2.022668839E-2,9.979296774E-1
6.782852625E0,1.528262928E0,-2.109219325E-1,9.968602216E-1
6.792845625E0,8.752270994E-1,-6.139938962E-1,4.064247572E-1
6.802838625E0,2.743226340E-1,-9.414508367E-1,-3.411142820E-1
6.812832625E0,-1.349893596E-1,-1.115265754E0,-1.082169929E0
6.822825625E0,-3.915591251E-1,-1.118677019E0,-1.707682255E0
6.832818625E0,-5.991502277E-1,-9.399662286E-1,-1.975188278E0
6.842811625E0,-5.835016168E-1,-7.337314242E-1,-1.904760904E0
6.852805625E0,-4.279981325E-1,-5.956201905E-1,-1.858538080E0
6.862798625E0,-3.859334093E-1,-3.870804137E-1,-1.909182569E0
6.872791625E0,-3.888942200E-1,-2.214293790E-1,-1.981670501E0
6.882785625E0,-2.161334096E-1,-1.606493264E-1,-2.032392758E0
6.892778625E0,-7.360964768E-2,-6.472926199E-2,-2.120768160E0
6.902771625E0,9.228184464E-2,-4.928267241E-2,-2.435256561E0
6.912765625E0,2.007273668E-1,-6.995024085E-3,-2.585325351E0
6.922758625E0,2.149949932E-1,1.474585927E-1,-2.289425833E0
6.932751625E0,3.451229138E-1,1.989059043E-1,-1.843836426E0
6.942745625E0,4.507384658E-1,2.270403671E-1,-1.463525918E0
6.952738625E0,3.733699355E-1,2.309895766E-1,-1.236234705E0
6.962731625E0,3.331034869E-1,2.194109201E-1,-1.113540241E0
6.972725625E0,1.869367087E-1,1.788745129E-1,-1.158468491E0
6.982718625E0,2.351660600E-2,9.950616181E-2,-1.231175110E0
6.992711625E0,3.482985366E-2,2.081491828E-2,-1.444444115E0
7.002705625E0,1.464250425E-1,-1.213881969E-3,-1.748035644E0
7.012698625E0,2.175936969E-1,6.361185908E-2,-1.742193691E0
7.022691625E0,2.437204817E-1,2.155915189E-1,-1.414685295E0
7.032685625E0,2.510730630E-1,3.877791560E-1,-8.736079323E-1
7.042678625E0,3.313832361E-1,6.396321827E-1,-8.651306391E-2
7.052671625E0,3.146315845E-1,9.210095555E-1,4.727906549E-1
7.062665625E0,1.792957134E-1,9.252867937E-1,4.709815264E-1
7.072658625E0,1.292111502E-1,8.009761584E-1,2.610723317E-2
7.082651625E0,7.893499933E-2,7.664536124E-1,-4.892347795E-1
7.092645625E0,4.638238035E-2,9.414420658E-1,-5.703099328E-1
7.102638625E0,2.912435990E-2,1.160474086E0,-3.027021682E-1
7.112631625E0,5.219520707E-2,1.303288236E0,1.223997653E-2
7.122625625E0,-1.419032627E-1,1.414520988E0,3.961009133E-1
7.132618625E0,-5.359298031E-1,1.442581192E0,1.005211800E0
7.142611625E0,-5.994827150E-1,1.260065033E0,1.604941998E0
7.152604625E0,-5.589755804E-1,1.006017546E0,1.704579722E0
7.162598625E0,-7.160729791E-1,8.851672930E-1,1.390518168E0
7.172591625E0,-7.858077501E-1,9.594830650E-1,1.023462714E0
7.182584625E0,-8.034512848E-1,1.226168724E0,7.325824463E-1
7.192578625E0,-7.104635990E-1,1.483965445E0,6.947398514E-1
7.202571625E0,-4.866067119E-1,1.574515427E0,1.128516714E0
7.212564625E0,-2.011601521E-1,1.489499835E0,1.979802901E0
7.222558625E0,5.240285631E-2,1.328163460E0,3.386900849E0
7.232551625E0,2.434410944E-1,1.175834722E0,4.897992697E0
7.242544625E0,1.969997668E-1,7.800413722E-1,5.729528743E0
7.252538625E0,-6.835064365E-2,1.469089544E-1,5.844631183E0
7.262531625E0,-5.180727354E-1,-4.950013036E-1,5.133249571E0
7.272524625E0,-1.077133941E0,-1.022524236E0,3.672436177E0
7.282518625E0,-1.606375735E0,-1.147979756E0,2.007952566E0
7.292511625E0,-1.808980296E0,-9.498515314E-1,7.041643935E-1
7.302504625E0,-1.715276034E0,-5.840543979E-1,-7.638334751E-2
7.312498625E0,-1.549082378E0,-2.269450575E-1,-4.561319375E-1
7.322491625E0,-1.303322880E0,-9.267252088E-2,-5.210711145E-1
7.332484625E0,-1.975001313E0,3.386654681E-1,-8.667017859E-1
7.342478625E0,-2.280034620E0,4.326255459E-1,-1.211370590E0
7.352471625E0,-2.098428288E0,7.421695411E-2,-1.044275878E0
7.362464625E0,-1.637336158E0,-4.222870839E-1,-2.274631208E-1
7.372458625E0,-1.366692080E0,-6.199136174E-1,8.555558234E-1
7.382451625E0,-1.178089554E0,-7.146876276E-1,1.589454478E0
7.392444625E0,-8.689248242E-1,-8.950040638E-1,1.780084233E0
7.402438625E0,-5.509816691E-1,-8.705907691E-1,1.509863348E0
7.412431625E0,-3.297194474E-1,-7.827731913E-1,7.699520016E-1
7.422424625E0,-6.485706020E-2,-7.003490853E-1,-6.540753901E-2
7.432418625E0,3.182963269E-1,-6.416886485E-1,-6.305847859E-1
7.442411625E0,7.309598440E-1,-5.999155551E-1,-9.631317276E-1
7.452404625E0,8.908654777E-1,-5.676956427E-1,-1.084248614E0
7.462397625E0,6.807248063E-1,-5.393547732E-1,-1.039005198E0
7.472391625E0,2.236346929E-1,-3.905425501E-1,-6.884301209E-1
