"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.280253316E2,-6.208247872E-2,2.557168669E-1,1.002289946E0
1.280353236E2,-6.041386153E-2,1.594626340E-1,1.011221568E0
1.280453166E2,-5.154232889E-2,1.591135553E-1,1.466751827E0
1.280553086E2,-4.097400737E-2,1.229081807E-1,2.258706316E0
1.280653006E2,-3.838304216E-3,-3.897403121E-2,2.868137630E0
1.280752926E2,1.918207965E-1,-3.080441844E-1,3.103562320E0
1.280852846E2,2.237833036E-1,-4.626416427E-1,3.194746724E0
1.280952766E2,4.830176543E-2,-4.339756680E-1,3.215941712E0
1.281052686E2,-1.284176831E-1,-1.873830888E-1,3.016666848E0
1.281152616E2,-3.212941578E-1,3.839837283E-2,2.574377024E0
1.281252536E2,-3.823833088E-1,8.335381329E-2,1.979629823E0
1.281352456E2,-1.651178417E-1,-3.962073326E-3,1.436680182E0
1.281452376E2,2.200348363E-1,1.999338448E-2,1.330574268E0
1.281552296E2,5.418570891E-1,2.726626825E-1,1.795669987E0
1.281652216E2,8.017254791E-1,3.109789020E-1,2.615967100E0
1.281752146E2,7.065253530E-1,8.452442586E-3,3.381173501E0
1.281852066E2,4.175346132E-1,-5.441319484E-1,3.815439776E0
1.281951986E2,-4.236326013E-3,-1.042469966E0,3.895061311E0
1.282051906E2,-3.842089192E-1,-1.319990807E0,3.582432910E0
1.282151826E2,-4.003112740E-1,-1.410804498E0,2.902977680E0
1.282251746E2,3.574293293E-4,-1.375268922E0,1.852944633E0
1.282351676E2,5.548610044E-1,-1.259731449E0,6.500074822E-1
1.282451596E2,1.234561379E0,-1.058959991E0,-3.938111436E-1
1.282551516E2,1.834335870E0,-8.002709842E-1,-1.101034216E0
1.282651436E2,2.035258186E0,-5.430835426E-1,-1.495260512E0
1.282751356E2,1.947992293E0,-4.956129223E-1,-1.593065134E0
1.282851276E2,1.763661159E0,-6.635964113E-1,-1.554213894E0
1.282951206E2,1.445244014E0,-8.948113981E-1,-1.454051090E0
1.283051126E2,1.039184269E0,-1.063964915E0,-1.362928666E0
1.283151046E2,6.980506910E-1,-1.163248883E0,-1.353322275E0
1.283250966E2,4.326652338E-1,-1.149940327E0,-1.477163379E0
1.283350886E2,2.014842523E-1,-1.071124831E0,-1.788383771E0
1.283450806E2,1.540734015E-1,-9.614971384E-1,-2.183728639E0
1.283550736E2,3.170103415E-1,-8.281358904E-1,-2.596504642E0
1.283650656E2,4.421157596E-1,-6.217297626E-1,-3.023661872E0
1.283750576E2,4.795420694E-1,-3.533349627E-1,-3.484826508E0
1.283850496E2,4.418705420E-1,-1.741885543E-1,-3.856312398E0
1.283950416E2,3.049588828E-1,-7.019728571E-2,-4.029817412E0
1.284050336E2,-2.272002793E-2,8.077577591E-2,-4.052405791E0
1.284150266E2,-3.024936054E-1,1.885142326E-1,-4.227257420E0
1.284250186E2,-4.200641552E-1,2.255212605E-1,-4.297328113E0
1.284350106E2,-3.678593368E-1,2.831639895E-1,-4.214036281E0
1.284450026E2,1.630248492E-2,4.166468596E-1,-3.766851168E0
1.284549946E2,3.786910480E-1,6.963487127E-1,-3.042077093E0
1.284649866E2,6.489782991E-1,1.166436492E0,-2.116540623E0
1.284749796E2,7.172307278E-1,1.385111540E0,-1.076695181E0
1.284849716E2,5.863208153E-1,1.316089253E0,-3.302957636E-1
1.284949636E2,4.237408844E-1,1.091363506E0,-1.916600347E-2
1.285049556E2,3.183197889E-1,8.131062073E-1,-1.130471438E-1
1.285149476E2,2.322719258E-1,7.095692673E-1,-1.660983467E-1
1.285249396E2,2.109918798E-1,9.829888719E-1,1.074706542E-1
1.285349326E2,2.399983086E-1,1.339914025E0,4.099038506E-1
1.285449246E2,2.363754104E-1,1.486237381E0,6.291510487E-1
1.285549166E2,2.673967898E-1,1.478507069E0,8.044137365E-1
1.285649086E2,2.833646221E-1,1.371469109E0,1.197764704E0
1.285749006E2,2.317116529E-1,1.337358207E0,1.733935668E0
1.285848926E2,2.969148317E-1,1.404210885E0,2.166898014E0
1.285948856E2,4.049071855E-1,1.443188717E0,2.407943632E0
1.286048776E2,3.768882052E-1,1.380844535E0,2.359956703E0
1.286148696E2,2.362961806E-1,1.259836407E0,2.187198962E0
1.286248616E2,9.413662713E-2,1.089792067E0,2.055179942E0
1.286348536E2,5.773445718E-2,1.013332120E0,2.127224071E0
1.286448456E2,7.608349498E-2,1.106264258E0,2.386184973E0
1.286548386E2,-2.487582782E-1,1.369880421E0,2.513901612E0
1.286648306E2,-7.653012724E-1,1.629731269E0,2.260775646E0
1.286748226E2,-1.074205728E0,1.631096594E0,1.809009824E0
1.286848146E2,-9.509606020E-1,1.452501870E0,1.651188211E0
1.286948066E2,-6.310611878E-1,1.274773411E0,2.101582276E0
1.287047986E2,-4.089605485E-1,9.244295919E-1,2.873987185E0
1.287147916E2,-3.940711986E-1,3.368806055E-1,3.550716442E0
1.287247836E2,-7.207483397E-1,-2.285366696E-1,3.943211963E0
1.287347756E2,-1.372537249E0,-7.419651809E-1,3.790150568E0
1.287447676E2,-2.106130825E0,-1.228910775E0,2.962170213E0
1.287547596E2,-2.584038671E0,-1.576366363E0,1.756946216E0
1.287647516E2,-2.791152897E0,-1.582442789E0,5.092310876E-1
1.287747446E2,-2.765983264E0,-1.403478522E0,-5.612286222E-1
1.287847366E2,-2.412056417E0,-1.171692554E0,-1.335979434E0
1.287947286E2,-1.907841510E0,-9.049250346E-1,-1.706873000E0
1.288047206E2,-1.248819083E0,-8.695309612E-1,-1.909987146E0
1.288147126E2,-5.554146626E-1,-1.096892340E0,-1.841242601E0
1.288247046E2,-7.308807604E-2,-1.301925542E0,-1.462565221E0
1.288346976E2,1.916384000E-1,-1.410910040E0,-8.172015971E-1
1.288446896E2,2.161347252E-1,-1.498764748E0,-1.011860669E-1
1.288546816E2,2.146391171E-1,-1.622384827E0,3.059619910E-1
1.288646736E2,1.619254447E-1,-1.782149470E0,2.592263657E-1
1.288746656E2,8.240612581E-2,-1.941916159E0,-2.770381540E-1
1.288846576E2,2.076772759E-1,-1.949702896E0,-1.046102548E0
1.288946500E2,3.061572149E-1,-1.817277203E0,-1.767859460E0
1.289046420E2,2.352110287E-1,-1.529171731E0,-2.152539006E0
1.289146340E2,1.293312191E-1,-1.196227471E0,-2.182763849E0
1.289246260E2,5.379783751E-2,-9.529014391E-1,-2.007237452E0
1.289346180E2,3.990401259E-2,-7.989679322E-1,-1.859529183E0
1.289446100E2,-7.799622886E-2,-7.022099617E-1,-1.715985301E0
1.289546030E2,-2.720626851E-1,-6.512865606E-1,-1.599146823E0
1.289645950E2,-5.142228556E-1,-5.839710751E-1,-1.671029568E0
1.289745870E2,-6.184987374E-1,-5.501987270E-1,-1.911012163E0
1.289845790E2,-6.232699922E-1,-4.389153957E-1,-2.197843233E0
1.289945710E2,-6.723718395E-1,-2.011977205E-1,-2.467246678E0
1.290045630E2,-7.565916254E-1,1.360749409E-1,-2.633795260E0
1.290145550E2,-6.953102472E-1,4.840769506E-1,-2.626510214E0
1.290245480E2,-4.588378096E-1,7.802904636E-1,-2.482711979E0
1.290345400E2,-8.258967357E-2,1.029453479E0,-2.129687503E0
1.290445320E2,2.003919011E-1,1.272303548E0,-1.556233522E0
1.290545240E2,3.066390254E-1,1.312883517E0,-1.006387090E0
1.290645160E2,1.429028990E-1,1.110103247E0,-4.196342021E-1
1.290745080E2,-2.175754243E-1,8.872757989E-1,1.057229215E-1
1.290845010E2,-5.052072896E-1,6.974336636E-1,5.833802140E-1
1.290944930E2,-6.854706989E-1,5.123853680E-1,9.360637969E-1
1.291044850E2,-6.033950504E-1,3.159151214E-1,9.164937508E-1
1.291144770E2,-3.703266060E-1,1.257639608E-1,7.376075435E-1
1.291244690E2,-1.920071400E-1,1.495770389E-1,7.112827939E-1
1.291344610E2,-2.610570741E-2,3.181660071E-1,1.074904763E0
1.291444540E2,1.338304689E-1,4.224604538E-1,1.678899336E0
1.291544460E2,2.955579853E-1,3.902896580E-1,2.186928821E0
1.291644380E2,3.697446618E-1,2.397033897E-1,2.510209095E0
1.291744300E2,2.606905450E-1,1.310290861E-1,2.898716814E0
1.291844220E2,1.475215599E-1,1.582195160E-1,3.504992970E0
1.291944140E2,-7.693611039E-3,3.154379886E-1,4.119283905E0
1.292044070E2,-7.807010477E-2,4.636923873E-1,4.352533430E0
1.292143990E2,1.685849300E-1,3.542763644E-1,3.860124198E0
1.292243910E2,5.184568244E-1,1.449793732E-1,3.122610794E0
1.292343830E2,7.176458070E-1,1.851842433E-1,2.611330258E0
1.292443750E2,8.403997674E-1,2.834405628E-1,2.519057102E0
1.292543670E2,9.376868378E-1,1.882648489E-1,2.917641327E0
1.292643600E2,9.284004360E-1,-9.297365248E-3,3.546600003E0
1.292743520E2,8.211587734E-1,-2.879896966E-1,3.892443513E0
1.292843440E2,6.902082592E-1,-5.711232805E-1,3.739164017E0
1.292943360E2,6.030103036E-1,-8.170779285E-1,3.080206202E0
1.293043280E2,7.185405041E-1,-9.419379097E-1,2.098960385E0
1.293143200E2,9.322863494E-1,-8.873322245E-1,1.067225030E0
1.293243120E2,1.180243961E0,-7.525319767E-1,9.722925603E-2
1.293343050E2,1.482855790E0,-6.753937536E-1,-7.095695597E-1
1.293442970E2,1.703619463E0,-6.183839858E-1,-1.251773681E0
1.293542890E2,1.731361578E0,-5.494415125E-1,-1.536065891E0
1.293642810E2,1.586816068E0,-5.226580489E-1,-1.752459063E0
1.293742730E2,1.457386926E0,-6.117669842E-1,-2.019330078E0
1.293842650E2,1.280461437E0,-7.007224301E-1,-2.347392790E0
1.293942580E2,9.145828807E-1,-7.986776179E-1,-2.575442972E0
1.294042500E2,4.906477591E-1,-8.733655652E-1,-2.603098547E0
1.294142420E2,1.719779596E-1,-9.906794223E-1,-2.653047218E0
1.294242340E2,-4.419962845E-3,-1.199520623E0,-2.668184490E0
1.294342260E2,-2.497621172E-1,-1.296663633E0,-2.675567769E0
1.294442180E2,-3.496175223E-1,-1.269427595E0,-2.727308611E0
1.294542110E2,-2.188154909E-1,-1.200785668E0,-2.769455926E0
1.294642030E2,-4.896947178E-2,-1.063600926E0,-2.734129388E0
1.294741950E2,4.949471620E-2,-8.191034040E-1,-2.852791028E0
1.294841870E2,1.792210883E-1,-6.193978930E-1,-3.169783207E0
1.294941790E2,2.274694797E-1,-4.945367423E-1,-3.568737561E0
1.295041710E2,1.719286237E-1,-3.786110142E-1,-3.974453636E0
1.295141630E2,1.864974183E-1,-2.626124883E-1,-4.183468207E0
1.295241560E2,2.216220082E-1,-1.062088251E-1,-4.127247813E0
1.295341480E2,2.426701207E-1,7.912744582E-2,-3.867965899E0
1.295441400E2,2.289472538E-1,2.503692958E-1,-3.508032353E0
1.295541320E2,1.452165874E-1,4.806341100E-1,-3.058339954E0
1.295641240E2,4.265077868E-2,8.116999519E-1,-2.411650182E0
1.295741160E2,-9.113837594E-2,1.160155998E0,-1.698288118E0
1.295841090E2,-9.069062540E-2,1.291449963E0,-1.152423640E0
1.295941010E2,-8.694946719E-2,1.238575638E0,-5.961294830E-1
1.296040930E2,-1.494166790E-1,1.135747966E0,1.487970203E-1
1.296140850E2,-2.844085145E-1,1.078597280E0,1.090485254E0
1.296240770E2,-3.502262905E-1,1.186983316E0,1.893451805E0
1.296340690E2,-9.700359005E-2,1.334776077E0,2.216463692E0
1.296440610E2,3.355253306E-1,1.423755496E0,2.118939736E0
1.296540540E2,5.381723931E-1,1.650550865E0,1.866606653E0
1.296640460E2,5.536679165E-1,1.986555265E0,1.767061315E0
1.296740380E2,5.918667897E-1,2.138461250E0,1.894468635E0
1.296840300E2,5.463832726E-1,2.141102730E0,2.245419688E0
1.296940220E2,3.307665376E-1,2.087349861E0,2.675966549E0
1.297040140E2,1.244925568E-1,1.894712757E0,3.154613775E0
1.297140070E2,-1.105913132E-2,1.701164948E0,3.595510207E0
1.297239990E2,-2.949993752E-1,1.702115998E0,3.804805444E0
1.297339910E2,-6.942318745E-1,1.907089558E0,3.511126699E0
1.297439830E2,-8.898213843E-1,2.204976252E0,2.634212751E0
1.297539750E2,-7.257739484E-1,2.323241158E0,1.504039521E0
1.297639670E2,-3.231295623E-2,2.221340854E0,9.714476377E-1
1.297739590E2,7.485548468E-1,2.010016049E0,1.566647998E0
1.297839520E2,1.120805406E0,1.694974501E0,2.943777212E0
1.297939440E2,7.804193947E-1,1.198387725E0,4.487225797E0
1.298039360E2,1.009939127E-1,5.181551081E-1,5.629146668E0
1.298139280E2,-6.478697401E-1,-2.674706474E-1,5.673227073E0
1.298239200E2,-1.329332904E0,-1.124172525E0,4.549194004E0
1.298339120E2,-1.802082920E0,-1.680669873E0,2.630942404E0
1.298439050E2,-2.129784128E0,-1.728624935E0,6.992685199E-1
1.298538970E2,-2.077974143E0,-1.514641400E0,-9.369806403E-1
1.298638890E2,-1.763077460E0,-1.151648591E0,-1.979881253E0
1.298738810E2,-1.388389636E0,-7.197872767E-1,-2.272891662E0
1.298838730E2,-9.489591001E-1,-5.445608416E-1,-1.981888602E0
1.298938660E2,-5.642878854E-1,-7.367231521E-1,-1.343979009E0
1.299038580E2,-4.255641924E-1,-1.027882624E0,-7.203676128E-1
1.299138510E2,-3.856998130E-1,-1.264829637E0,-1.958402091E-1
1.299238430E2,-2.933530186E-1,-1.423812799E0,1.353782451E-1
1.299338350E2,-2.088115261E-1,-1.513379571E0,2.435558277E-1
1.299438270E2,-1.705285445E-1,-1.559705599E0,1.555148864E-1
1.299538190E2,-1.427127183E-1,-1.568301298E0,-1.494016224E-1
1.299638110E2,-2.029486875E-1,-1.566157417E0,-6.855012506E-1
1.299738040E2,-2.659787669E-1,-1.548590627E0,-1.371828713E0
1.299837960E2,-3.091140056E-1,-1.532091538E0,-2.071971391E0
1.299937880E2,-1.660786672E-1,-1.572134441E0,-2.795498255E0
1.300037800E2,3.429342644E-2,-1.525921556E0,-3.516227810E0
1.300137720E2,7.636832748E-2,-1.320837192E0,-4.016867584E0
1.300237640E2,-7.825780040E-2,-1.090533786E0,-4.318485094E0
1.300337560E2,-1.022555957E-1,-1.031506729E0,-4.532092068E0
1.300437490E2,-5.093178822E-2,-1.019419657E0,-4.507736076E0
1.300537410E2,-2.273521334E-1,-8.405647320E-1,-4.273662093E0
1.300637330E2,-5.457734080E-1,-6.698014766E-1,-4.095883348E0
1.300737250E2,-6.696628976E-1,-5.917499185E-1,-4.027833452E0
1.300837170E2,-6.663241374E-1,-4.432724485E-1,-3.937717334E0
1.300937090E2,-4.714584399E-1,-1.245214275E-1,-3.448472614E0
1.301037010E2,-1.341060372E-1,1.855792227E-1,-2.634015115E0
1.301136940E2,2.883618353E-2,4.325515786E-1,-1.634448218E0
1.301236860E2,-9.589232672E-2,6.321933550E-1,-3.544283921E-1
1.301336780E2,-3.043795517E-1,7.195180124E-1,9.433032346E-1
1.301436700E2,-4.896816895E-1,5.358610618E-1,1.871570354E0
1.301536620E2,-5.970546587E-1,1.298783541E-1,2.278934759E0
1.301636540E2,-6.807841556E-1,-2.056913057E-1,2.347804434E0
1.301736460E2,-7.496206480E-1,-2.085526407E-1,2.273042520E0
1.301836390E2,-7.254097400E-1,-3.163869917E-2,2.091703405E0
1.301936310E2,-6.692625095E-1,1.637264237E-1,1.916608533E0
1.302036230E2,-4.961414010E-1,2.480187151E-1,1.858712327E0
1.302136150E2,-8.770954127E-2,2.575479224E-1,2.066877882E0
1.302236070E2,3.045851727E-1,3.216000769E-1,2.632250426E0
1.302335990E2,5.036675350E-1,3.990631127E-1,3.280434746E0
1.302435910E2,5.283122699E-1,4.137972191E-1,3.731747409E0
1.302535840E2,3.597543284E-1,3.387441131E-1,3.937665879E0
1.302635760E2,2.576369097E-1,3.203072575E-1,3.893207159E0
1.302735680E2,9.643224400E-2,4.706675309E-1,3.512204341E0
1.302835600E2,-1.534535053E-2,5.472455907E-1,2.712312841E0
1.302935520E2,2.505212503E-1,5.219174990E-1,1.670308607E0
1.303035440E2,7.439883906E-1,5.719468608E-1,9.001718330E-1
1.303135360E2,1.150336257E0,7.739009187E-1,8.459131801E-1
1.303235290E2,1.408682982E0,9.234159771E-1,1.461741933E0
1.303335210E2,1.398318062E0,6.144581652E-1,2.547163498E0
1.303435130E2,1.014412978E0,6.149838299E-2,3.774882318E0
1.303535050E2,4.901907992E-1,-5.545508096E-1,4.676400180E0
1.303634970E2,4.799822185E-2,-1.136880571E0,5.014958060E0
1.303734890E2,-1.463460046E-1,-1.550141893E0,4.681918783E0
1.303834820E2,-7.170632416E-2,-1.713116949E0,3.791763815E0
1.303934740E2,3.720117735E-1,-1.620148560E0,2.547955211E0
1.304034660E2,9.781380218E-1,-1.359613002E0,1.188507392E0
1.304134580E2,1.639866540E0,-1.079346893E0,-9.867527246E-2
1.304234500E2,2.085638673E0,-8.289553776E-1,-1.017686834E0
1.304334420E2,2.215646251E0,-6.117687383E-1,-1.504053555E0
1.304434340E2,2.143766136E0,-5.370664653E-1,-1.762016922E0
1.304534270E2,1.962345161E0,-5.787515581E-1,-1.956404098E0
1.304634190E2,1.774796889E0,-6.659583941E-1,-2.169114109E0
1.304734110E2,1.488741012E0,-7.521039605E-1,-2.342844826E0
1.304834030E2,1.132874498E0,-7.865709579E-1,-2.542551214E0
1.304933950E2,8.223354524E-1,-8.546647078E-1,-2.712916274E0
1.305033870E2,5.501648131E-1,-8.830850995E-1,-2.923663375E0
1.305133790E2,3.673735428E-1,-9.405287308E-1,-3.149050734E0
1.305233720E2,1.957821024E-1,-1.007850063E0,-3.452736404E0
1.305333640E2,1.113350243E-1,-9.681085852E-1,-3.738564093E0
1.305433560E2,9.348859118E-2,-8.334422386E-1,-3.883237072E0
1.305533480E2,1.140752945E-1,-6.919624239E-1,-4.039041395E0
1.305633400E2,2.136974230E-1,-5.648597431E-1,-4.238571782E0
1.305733320E2,3.098129672E-1,-3.621250820E-1,-4.394222909E0
1.305833240E2,1.884572771E-1,-7.540773958E-2,-4.427218162E0
1.305933160E2,1.774422009E-1,1.434336618E-1,-4.327073484E0
1.306033090E2,4.324347074E-1,3.542889360E-1,-3.872972869E0
1.306133010E2,5.702840954E-1,6.162111604E-1,-3.088817396E0
1.306232930E2,5.955872999E-1,7.472384924E-1,-2.084144710E0
1.306332850E2,5.093535136E-1,7.806307715E-1,-1.144709408E0
1.306432770E2,1.894085277E-1,7.637709099E-1,-5.039492977E-1
1.306532690E2,-1.510358096E-1,6.575840119E-1,-2.515296757E-1
1.306632610E2,-2.975362628E-1,5.300103378E-1,-1.895398343E-1
1.306732540E2,-3.191920473E-1,5.534047553E-1,-2.172883809E-2
1.306832460E2,-3.943784697E-1,7.659811574E-1,2.539732271E-1
1.306932380E2,-3.747932209E-1,9.351814520E-1,4.419284660E-1
1.307032300E2,-3.160669298E-1,1.047991784E0,5.250635934E-1
1.307132220E2,-3.662627180E-1,1.122265163E0,5.534009546E-1
1.307232140E2,-3.288447770E-1,1.156886527E0,7.932046241E-1
1.307332060E2,-2.462895838E-1,1.284200877E0,1.285047846E0
1.307431990E2,-2.771741566E-1,1.439585955E0,1.887761294E0
1.307531910E2,-2.982808144E-1,1.468362150E0,2.561700261E0
1.307631830E2,-2.700157394E-1,1.405157842E0,3.058718854E0
1.307731750E2,-2.534586722E-1,1.310767117E0,3.174524714E0
1.307831670E2,-2.684984965E-1,1.207573116E0,2.974694949E0
1.307931590E2,-2.178041418E-1,1.215881717E0,2.606075950E0
1.308031510E2,-1.044702652E-1,1.301244049E0,2.165381831E0
1.308131440E2,-1.589721805E-1,1.474330403E0,1.670414441E0
1.308231360E2,-4.134645856E-1,1.757311960E0,1.262244290E0
1.308331280E2,-5.954384517E-1,2.011045451E0,1.053819119E0
1.308431200E2,-3.823701891E-1,1.959759815E0,1.119341848E0
1.308531120E2,2.020213008E-3,1.558960371E0,1.705346292E0
1.308631040E2,2.298587251E-1,1.032963562E0,2.958070146E0
1.308730960E2,1.586779925E-1,5.901974827E-1,4.402799020E0
1.308830890E2,-1.005592453E-1,1.895544523E-1,5.418132935E0
1.308930810E2,-3.822044571E-1,-2.522374812E-1,5.613478469E0
1.309030727E2,-7.412690699E-1,-7.110532907E-1,4.797672603E0
1.309130647E2,-1.121972729E0,-1.007653597E0,3.007073321E0
1.309230567E2,-1.168139494E0,-1.048644041E0,1.053013957E0
1.309330487E2,-1.115937891E0,-8.154392463E-1,-4.893686807E-1
1.309430407E2,-9.776977265E-1,-3.630363706E-1,-1.384486181E0
1.309530337E2,-6.848516250E-1,-5.586400598E-2,-1.504541797E0
1.309630257E2,-4.334407939E-1,-7.327789128E-2,-1.064392639E0
1.309730177E2,-2.321327072E-1,-3.854850009E-1,-5.193040860E-1
1.309830097E2,-1.798941942E-1,-7.996915251E-1,-3.973650813E-2
1.309930017E2,-9.524544194E-2,-1.075396806E0,2.721416956E-1
1.310029937E2,3.424396265E-2,-1.209221446E0,3.697656387E-1
1.310129857E2,1.797208243E-1,-1.195103344E0,2.284051073E-1
1.310229777E2,2.268078307E-1,-1.106778813E0,-1.705428153E-1
1.310329707E2,2.685246811E-1,-1.059936183E0,-7.925228387E-1
1.310429627E2,3.135491918E-1,-1.062400492E0,-1.576359054E0
1.310529547E2,2.913690948E-1,-1.089047424E0,-2.444455401E0
1.310629467E2,2.655813024E-1,-1.184329557E0,-3.269751298E0
1.310729387E2,2.590159025E-1,-1.279224020E0,-3.927400507E0
1.310829307E2,2.987581116E-1,-1.259099073E0,-4.303269469E0
1.310929227E2,2.875789297E-1,-1.156611416E0,-4.398276199E0
1.311029157E2,1.890328441E-1,-1.004688182E0,-4.317077669E0
1.311129077E2,-6.488187432E-2,-8.947555572E-1,-3.975491517E0
1.311228997E2,-4.484072540E-1,-7.647789699E-1,-3.324892881E0
1.311328917E2,-6.478003044E-1,-6.713685304E-1,-2.656124607E0
1.311428837E2,-6.786839819E-1,-6.186251834E-1,-2.308673698E0
1.311528757E2,-5.910852362E-1,-6.316311452E-1,-2.214388515E0
1.311628677E2,-5.065782789E-1,-4.581468880E-1,-2.036246073E0
1.311728597E2,-3.731693029E-1,-6.078180671E-3,-1.559943581E0
1.311828527E2,-1.995284683E-1,4.553370085E-1,-7.541183263E-1
1.311928447E2,-1.353438288E-1,7.407033518E-1,1.170407921E-1
1.312028367E2,-1.501651317E-1,9.134125605E-1,9.249979413E-1
1.312128287E2,-1.586913132E-1,1.041564817E0,1.645795909E0
1.312228207E2,-1.857953139E-1,1.075368155E0,2.019303181E0
1.312328127E2,-3.369520877E-1,8.871155852E-1,1.717520195E0
1.312428047E2,-5.475908688E-1,6.852425113E-1,8.976756567E-1
1.312527977E2,-5.063260446E-1,6.395438898E-1,-9.406474292E-2
1.312627897E2,-3.832734378E-1,7.575292996E-1,-6.849136055E-1
1.312727817E2,-2.737643162E-1,8.918509528E-1,-7.295670372E-1
1.312827737E2,-1.259442377E-1,8.343596667E-1,-6.517423511E-2
1.312927657E2,-8.721942583E-2,6.546124569E-1,1.060498978E0
1.313027577E2,-2.169917260E-1,4.286734128E-1,2.185844747E0
1.313127497E2,-3.674727627E-1,2.301139560E-1,3.127474508E0
1.313227417E2,-4.570167674E-1,3.700410426E-3,3.634656731E0
1.313327347E2,-6.078475955E-1,-2.303612933E-1,3.466814160E0
1.313427267E2,-6.951882597E-1,-4.194853905E-1,2.945015652E0
1.313527187E2,-8.090782066E-1,-3.414826566E-1,2.342147253E0
1.313627107E2,-7.547754072E-1,-9.587445617E-2,1.726212081E0
1.313727027E2,-3.526165226E-1,2.099884245E-1,1.163941485E0
1.313826947E2,2.540445632E-1,4.554788035E-1,7.977847481E-1
1.313926867E2,1.132878591E0,7.047897533E-1,1.009065700E0
1.314026797E2,1.745216263E0,1.014744223E0,2.027396312E0
1.314126717E2,1.904090521E0,1.108175128E0,3.300260900E0
1.314226637E2,1.996030093E0,6.912069637E-1,4.455360226E0
1.314326557E2,1.794301300E0,5.513602763E-2,5.237589042E0
1.314426477E2,1.229834051E0,-5.175241935E-1,5.446128234E0
1.314526397E2,6.078669644E-1,-9.758520529E-1,5.109070750E0
1.314626317E2,2.525839287E-1,-1.222606015E0,4.255360892E0
1.314726237E2,3.121499896E-1,-1.320145758E0,3.001151846E0
1.314826167E2,4.963973994E-1,-1.279040125E0,1.626249252E0
1.314926087E2,7.129935430E-1,-1.047184575E0,2.348025459E-1
1.315026007E2,9.363029480E-1,-7.571033299E-1,-1.017496800E0
1.315125927E2,1.034466589E0,-5.002977115E-1,-1.903684432E0
1.315225847E2,1.086097869E0,-2.527330327E-1,-2.445675715E0
1.315325767E2,1.186370674E0,-2.894067693E-1,-2.801940132E0
1.315425687E2,1.239166646E0,-4.620797253E-1,-2.953670116E0
1.315525607E2,1.135167191E0,-6.273369500E-1,-2.973989190E0
1.315625537E2,9.592533425E-1,-7.566375992E-1,-2.809801129E0
1.315725457E2,7.141480757E-1,-8.803980115E-1,-2.519239535E0
1.315825377E2,3.512712976E-1,-1.036610471E0,-2.449409747E0
1.315925297E2,2.851420294E-2,-1.288488348E0,-2.546358336E0
1.316025217E2,-2.829459797E-1,-1.488735604E0,-2.711524637E0
1.316125137E2,-5.132344569E-1,-1.546202331E0,-2.907843733E0
1.316225057E2,-5.294124235E-1,-1.366023305E0,-3.064078411E0
1.316324977E2,-2.755388914E-1,-1.128704410E0,-3.434242246E0
1.316424907E2,-1.156775686E-2,-8.813171938E-1,-3.925697798E0
1.316524827E2,9.867599423E-2,-5.884593979E-1,-4.323137138E0
1.316624747E2,1.580316742E-1,-3.433999586E-1,-4.591497440E0
1.316724667E2,6.405747173E-2,-1.168338007E-1,-4.584777820E0
1.316824587E2,6.535387253E-3,1.204883105E-1,-4.351976191E0
1.316924507E2,3.005541936E-3,2.718379328E-1,-4.079024656E0
1.317024427E2,-6.760073824E-2,4.325726286E-1,-3.596793671E0
1.317124357E2,-1.243606382E-1,6.164409560E-1,-3.008528693E0
1.317224277E2,-1.734983088E-2,6.994708335E-1,-2.402211022E0
1.317324197E2,1.675455143E-1,7.061141476E-1,-1.872766694E0
1.317424117E2,3.576272576E-1,7.351835802E-1,-1.433557184E0
1.317524037E2,5.678163877E-1,8.684468874E-1,-8.844176799E-1
1.317623957E2,5.061515784E-1,1.048036515E0,-1.692201751E-1
1.317723877E2,3.112620534E-1,1.139276175E0,5.648574042E-1
1.317823797E2,1.939162194E-1,1.094077199E0,1.246021775E0
1.317923727E2,6.435175113E-2,9.691382799E-1,1.753170669E0
1.318023647E2,7.442698793E-2,8.485760021E-1,1.964974362E0
1.318123567E2,1.867541842E-1,8.013389781E-1,1.898737103E0
1.318223487E2,2.267502356E-1,9.967005926E-1,1.683102314E0
1.318323407E2,1.526239316E-1,1.340585870E0,1.580861410E0
1.318423327E2,5.051665418E-3,1.646756022E0,1.724256188E0
1.318523247E2,-2.319849006E-2,1.735119730E0,1.993358501E0
1.318623167E2,-9.862014418E-3,1.650890881E0,2.335463301E0
1.318723097E2,6.708473973E-3,1.613733287E0,2.929827510E0
1.318823017E2,1.150981918E-1,1.686856812E0,3.701712601E0
1.318922937E2,-1.056866870E-1,1.857529435E0,4.203880252E0
1.319022857E2,-5.508057776E-1,2.053493021E0,4.226980262E0
1.319122777E2,-8.025623618E-1,2.165107597E0,3.688284470E0
1.319222697E2,-6.096868737E-1,1.999232906E0,2.823825091E0
1.319322617E2,-1.185142722E-1,1.673609945E0,2.273029656E0
1.319422537E2,4.857604005E-1,1.411263797E0,2.425133277E0
1.319522457E2,7.502077085E-1,1.198151498E0,3.362240801E0
1.319622387E2,4.953514421E-1,9.850506002E-1,4.583828232E0
1.319722307E2,-1.534693111E-2,5.277866417E-1,5.117575525E0
1.319822227E2,-5.608296594E-1,-1.968921232E-1,4.592291492E0
1.319922147E2,-1.195336136E0,-7.546659181E-1,3.281159801E0
